income,dti,credit_history,delinquencies,revolving_utilization,open_accounts,credit_card_limit,default
50119.58,0.277,7.96,1,0.451,1,7125.5,0
58364.99,0.162,7.82,1,0.266,11,23399.4,0
29194.5,0.307,13.81,2,0.615,6,10379.97,0
47315.46,0.107,8.03,0,0.433,3,11193.76,0
27200.74,0.331,5.57,1,0.52,4,15177.38,0
30881.43,0.094,9.51,0,0.326,2,15519.2,0
48955.07,0.08,13.61,3,0.65,10,10077.99,0
51603.91,0.127,7.99,2,0.866,12,14665.36,0
28288.67,0.298,6.66,1,0.3,5,16603.26,0
47392.27,0.133,8.55,3,0.565,12,5323.79,0
25000.0,0.216,6.77,2,0.485,8,18167.91,0
37386.67,0.094,11.69,0,0.451,4,6473.15,0
26984.37,0.14,2.32,1,0.697,1,8906.11,0
30251.63,0.102,7.24,2,0.404,10,12151.74,0
25677.56,0.214,8.4,1,0.59,6,14366.31,0
48716.31,0.008,8.85,4,0.514,6,10854.79,0
48720.54,0.055,5.72,0,0.272,1,14117.49,0
31510.62,0.121,7.53,0,0.747,8,27601.2,0
45773.19,0.126,7.7,1,0.094,8,4036.64,0
43978.03,0.081,1.23,1,0.646,9,8443.84,0
38370.41,0.056,8.88,2,0.475,8,13150.6,0
85422.05,0.189,7.93,1,0.543,6,15500.08,0
29902.35,0.063,7.76,1,0.119,6,15602.84,0
40336.29,0.217,17.04,1,0.233,10,11073.19,0
35107.31,0.335,6.45,1,0.251,11,10657.57,0
35237.88,0.238,4.41,3,0.331,3,13680.53,0
42437.78,0.144,8.03,2,0.178,5,13437.39,0
36205.33,0.202,8.97,0,0.641,8,8981.47,0
29698.46,0.283,7.46,0,0.397,10,7505.85,0
41918.38,0.286,5.6,1,0.091,2,12818.92,0
60707.11,0.077,10.01,0,0.803,13,19650.61,0
55824.51,0.134,9.82,1,0.603,8,13425.88,0
43090.83,0.233,4.87,3,0.609,2,16494.95,0
31026.94,0.067,9.87,4,0.422,6,10785.97,0
42840.98,0.265,11.02,1,0.575,2,23732.15,0
58666.55,0.157,7.7,1,0.581,6,4343.44,0
60895.6,0.101,3.78,0,0.349,4,6431.34,0
45519.24,0.209,9.02,1,0.413,13,4239.29,0
35329.55,0.036,5.35,1,0.449,8,11498.9,0
37385.44,0.192,9.57,2,0.703,4,7675.32,0
52586.57,0.209,6.46,0,0.463,8,4447.75,0
51032.66,0.323,7.19,1,0.225,1,9976.65,0
25000.0,0.012,9.61,2,0.723,8,15767.24,0
50539.79,0.182,5.58,1,0.278,7,10083.08,0
51480.12,0.241,2.48,3,0.707,8,15521.47,1
29421.56,0.287,10.31,2,0.415,6,8627.89,0
30707.33,0.199,6.25,0,0.24,3,14558.58,0
30791.46,0.099,3.89,0,0.341,1,11438.69,0
31631.48,0.254,3.79,1,0.612,2,11698.53,0
25000.0,0.138,10.35,0,0.577,1,14852.63,0
44782.92,0.445,9.95,1,0.594,3,16047.18,0
30485.25,0.181,12.53,3,0.397,7,12735.21,0
39158.22,0.195,4.86,0,0.511,8,10957.43,0
33720.15,0.186,7.62,0,0.385,12,3219.2,0
43884.31,0.097,3.67,1,0.512,6,10267.25,0
28177.64,0.501,7.26,1,0.388,4,15606.27,0
43732.33,0.272,6.29,0,0.519,9,15603.59,0
46001.23,0.206,5.89,2,0.245,11,9723.77,0
53618.96,0.232,6.77,0,0.23,7,13140.14,0
79915.03,0.121,11.21,0,0.766,4,1768.91,0
25000.0,0.037,3.52,0,0.723,10,18082.63,0
44896.27,0.186,2.65,0,0.783,13,3182.85,0
31313.14,0.249,10.39,0,0.357,11,10528.07,0
25000.0,0.26,0.51,0,0.474,9,9215.52,0
53883.02,0.172,5.02,2,0.395,5,8221.66,0
63976.43,0.066,4.86,3,0.282,1,18082.38,0
34993.94,0.099,10.16,2,0.72,10,10818.05,0
43209.72,0.405,8.01,0,0.346,7,12630.65,0
39244.76,0.278,2.79,2,0.639,9,7132.01,0
46721.94,0.334,4.88,2,0.234,4,19925.95,0
54621.75,0.12,7.88,0,0.616,5,9579.08,0
45284.86,0.079,10.39,1,0.203,10,9370.97,0
45298.06,0.07,3.22,1,0.531,6,9852.83,0
62374.25,0.075,1.48,2,0.644,1,14736.17,0
37887.19,0.067,6.26,3,0.483,13,10599.21,0
55440.89,0.213,2.81,2,0.484,12,18054.66,0
30100.58,0.202,9.44,2,0.57,6,15404.07,0
70437.41,0.027,6.4,2,0.756,2,10757.25,0
51960.49,0.264,9.06,0,0.477,8,14901.78,0
34845.67,0.169,5.26,2,0.77,11,6047.33,0
25000.0,0.112,7.12,4,0.262,8,12894.12,0
40130.47,0.276,7.91,1,0.065,2,14384.48,0
26538.9,0.334,3.41,2,0.617,2,9626.02,1
44572.49,0.124,8.36,1,0.377,9,10928.57,0
66696.59,0.424,7.75,2,0.34,2,12941.63,0
42447.4,0.139,7.17,0,0.444,2,15233.32,0
37710.57,0.155,8.07,0,0.607,3,19598.5,0
45241.58,0.229,3.05,1,0.487,11,11167.04,0
44354.86,0.322,5.47,2,0.704,9,3221.6,0
25000.0,0.208,0.5,0,0.587,12,19548.58,0
43666.12,0.173,1.41,1,0.137,7,7784.57,0
49866.12,0.108,7.9,1,0.158,9,1000.0,0
36652.26,0.284,9.0,3,0.527,7,17287.35,0
56528.24,0.116,10.23,0,0.376,9,15625.24,0
38380.85,0.185,10.45,0,0.852,13,7538.61,0
52493.76,0.182,13.6,0,0.339,8,16970.23,0
88928.4,0.043,0.5,2,0.539,9,20803.86,0
38803.4,0.346,11.32,2,0.568,10,12857.88,0
25000.0,0.038,7.6,0,0.362,10,13959.23,0
35674.55,0.159,2.43,4,0.599,6,12529.8,0
25000.0,0.255,0.5,2,0.31,9,21202.91,0
49708.6,0.126,6.87,2,0.237,3,21755.46,0
63466.84,0.151,4.95,1,0.256,12,14818.34,0
51203.23,0.143,7.32,1,0.366,12,17240.94,0
44896.17,0.154,9.75,3,0.22,2,5599.27,0
32025.13,0.074,5.79,5,0.416,9,15946.12,0
69666.68,0.354,6.99,2,0.571,10,12800.68,0
52242.24,0.103,1.39,1,0.443,9,3206.7,0
44336.54,0.537,4.11,2,0.49,5,5597.17,1
43118.23,0.403,6.44,2,0.251,6,12526.27,0
41733.92,0.358,3.3,3,0.409,7,11858.02,0
47017.53,0.203,5.53,1,0.15,2,9086.32,0
32381.27,0.333,3.55,1,0.325,5,8270.28,0
68448.54,0.26,8.63,3,0.431,10,10161.4,0
42332.86,0.218,11.82,0,0.54,1,9950.88,0
49514.41,0.027,4.36,0,0.235,8,13197.06,0
34484.03,0.43,8.48,0,0.382,2,16989.5,0
45762.56,0.12,4.18,1,0.615,1,13820.69,0
25000.0,0.082,1.23,0,0.422,7,12027.91,0
27135.43,0.227,9.34,1,0.569,7,16334.38,0
39695.99,0.121,4.07,1,0.397,6,18196.29,0
25263.97,0.206,7.25,1,0.335,3,18523.64,0
94258.37,0.211,6.11,1,0.515,8,7664.76,0
25000.0,0.137,10.78,2,0.128,3,17317.55,0
45300.13,0.234,10.27,2,0.448,9,6577.13,0
71648.01,0.31,5.73,0,0.612,2,1000.0,0
47498.36,0.172,1.14,2,0.675,5,5933.03,0
36005.26,0.201,9.75,4,0.265,9,8700.68,0
33082.16,0.26,6.97,0,0.128,6,15855.58,0
50799.38,0.36,6.36,1,0.409,13,14844.57,0
30330.38,0.277,8.69,1,0.824,8,12600.02,0
38491.01,0.522,9.01,1,0.117,5,13079.91,0
51119.41,0.158,10.88,1,0.768,7,11293.57,0
36034.87,0.355,6.95,0,0.431,2,8568.15,0
41383.13,0.229,3.58,2,0.695,11,8762.7,0
36082.74,0.065,2.85,1,0.508,9,17811.96,0
28583.1,0.196,8.51,1,0.283,2,15323.44,0
60852.16,0.041,7.85,0,0.191,12,13584.64,0
65353.95,0.302,8.2,1,0.538,13,19705.9,0
35923.79,0.072,5.5,0,0.384,12,10383.14,0
36572.37,0.068,3.75,1,0.293,7,15022.38,0
37712.06,0.12,6.24,0,0.491,3,10244.07,0
48464.22,0.129,6.97,1,0.876,1,14291.76,0
29235.67,0.228,9.36,2,0.405,10,15548.1,0
38910.37,0.092,9.37,1,0.75,1,15308.97,0
44003.99,0.19,6.58,0,0.465,6,11132.82,0
50247.43,0.333,8.22,4,0.255,13,25216.37,0
25000.0,0.258,12.65,1,0.817,7,7049.13,0
46221.07,0.134,6.6,1,0.261,12,9360.6,0
45299.28,0.204,6.79,0,0.478,12,13433.15,0
57108.31,0.056,8.09,0,0.63,11,12974.54,0
33383.18,0.007,10.94,0,0.58,1,8950.23,0
33475.74,0.155,4.63,3,0.31,7,11524.83,0
61137.51,0.171,5.89,1,0.28,11,12549.59,0
25000.0,0.353,5.4,1,0.103,6,17009.42,0
70982.0,0.229,6.76,0,0.295,6,15464.97,0
98180.52,0.293,7.17,1,0.394,10,15179.38,0
47434.64,0.281,8.37,2,0.701,11,6547.23,1
53366.29,0.232,3.78,1,0.556,8,3800.5,0
25000.0,0.082,3.71,3,0.144,10,10700.73,0
31473.59,0.108,4.44,1,0.318,12,15676.9,0
58119.23,0.165,0.5,2,0.233,4,15511.01,0
45553.16,0.18,2.91,2,0.576,2,10426.96,0
37665.52,0.213,8.25,1,0.52,2,10026.24,0
43543.0,0.2,6.09,1,0.577,7,16883.13,0
47927.36,0.232,6.02,1,0.366,4,17607.51,0
36221.8,0.201,10.8,0,0.193,13,7960.72,0
39730.28,0.257,3.72,0,0.635,12,10361.36,0
39628.05,0.266,12.36,0,0.449,12,18409.21,0
27769.74,0.122,6.51,2,0.129,9,3655.19,0
44947.85,0.063,8.29,0,0.674,5,1000.0,0
75452.23,0.262,6.29,0,0.478,9,8370.65,0
73584.28,0.443,6.78,2,0.449,13,15399.32,0
25000.0,0.434,1.71,1,0.37,3,14767.09,0
49007.12,0.249,5.95,3,0.443,4,7231.76,0
50839.37,0.082,9.49,1,0.197,6,13090.4,0
34763.43,0.205,4.58,2,0.557,11,5438.87,0
28639.15,0.145,9.44,0,0.299,4,4684.24,0
25278.64,0.488,6.27,1,0.583,10,1803.86,0
34349.88,0.249,8.58,3,0.192,2,20450.7,0
45365.32,0.208,7.43,1,0.37,8,8036.88,0
37974.86,0.028,8.69,1,0.353,1,16324.17,0
32408.42,0.164,6.66,1,0.338,3,7129.33,0
25920.65,0.201,7.91,1,0.189,1,17450.85,0
45376.55,0.333,5.36,2,0.349,8,8666.23,0
58296.06,0.095,1.9,2,0.682,4,18706.98,0
29015.26,0.263,1.58,3,0.679,11,6180.57,1
46955.24,0.215,4.68,1,0.378,2,11010.39,0
25000.0,0.204,5.58,2,0.601,2,9299.34,0
31884.87,0.237,5.7,0,0.763,8,9555.79,0
51811.19,0.192,6.12,0,0.537,13,15645.49,0
27140.48,0.206,0.5,1,0.495,12,15184.69,0
32482.19,0.274,2.31,0,0.712,2,12058.55,0
65926.01,0.075,5.36,2,0.538,10,15954.99,0
31054.67,0.132,17.04,0,0.705,6,14565.97,0
29765.92,0.3,6.89,1,0.447,3,16512.88,0
49096.69,0.238,8.64,1,0.284,4,10661.22,0
79551.25,0.218,7.14,1,0.149,2,16402.65,0
36905.49,0.089,5.88,0,0.386,1,7973.7,0
52525.68,0.262,7.45,0,0.384,6,13284.81,0
64280.99,0.115,7.32,2,0.378,10,17172.95,0
44978.65,0.218,5.4,1,0.345,13,10346.83,0
36516.84,0.332,11.47,0,0.157,1,14083.38,0
29533.65,0.4,5.7,2,0.486,7,9899.86,0
25000.0,0.142,2.05,1,0.169,11,10362.06,0
59224.8,0.448,4.02,1,0.546,7,4124.84,0
42759.0,0.163,7.2,0,0.125,11,4476.98,0
63989.89,0.108,7.05,0,0.384,6,6160.78,0
56733.71,0.342,6.53,2,0.242,2,13517.68,0
32340.01,0.15,9.76,0,0.466,13,11785.52,0
26491.78,0.065,2.89,2,0.537,3,14250.02,0
46371.22,0.282,7.26,4,0.275,7,14414.96,0
32164.63,0.2,3.14,1,0.365,6,17385.96,0
45790.92,0.218,5.42,0,0.2,8,10986.99,0
31073.07,0.164,1.89,1,0.275,7,10602.63,0
29690.17,0.105,4.34,1,0.373,1,19211.17,0
38202.38,0.184,4.68,0,0.412,6,14265.84,0
55655.45,0.282,5.57,0,0.259,6,6733.13,0
44680.34,0.243,5.69,1,0.173,4,7985.76,0
60623.1,0.274,9.3,0,0.462,12,17571.22,0
26062.52,0.242,4.56,1,0.132,12,12400.84,0
27723.15,0.235,3.7,1,0.186,8,18354.15,0
38901.68,0.083,10.65,4,0.465,1,9771.29,0
85647.51,0.132,6.7,1,0.517,7,14906.25,0
50817.71,0.134,3.19,1,0.453,11,15117.71,0
27630.78,0.161,8.21,1,0.34,9,10645.26,0
39079.4,0.285,5.24,1,0.791,6,17057.76,0
43358.16,0.096,6.04,2,0.213,6,15070.01,0
32891.19,0.045,11.0,0,0.555,5,9783.24,0
49744.06,0.09,8.46,0,0.245,13,17561.61,0
37996.29,0.298,14.32,0,0.23,3,9743.07,0
36142.84,0.239,9.06,1,0.189,9,7580.97,0
62385.61,0.075,4.25,1,0.317,2,15145.42,0
25000.0,0.267,9.06,1,0.576,6,11254.11,0
28663.17,0.222,1.74,1,0.566,9,20850.8,0
30150.05,0.198,4.18,1,0.598,4,8634.45,0
29831.25,0.242,5.35,0,0.206,9,8745.37,0
31099.17,0.262,5.42,1,0.232,5,11722.14,0
47618.02,0.231,8.72,0,0.4,5,5305.7,0
58911.2,0.183,5.55,1,0.489,11,7214.94,0
55304.77,0.106,8.77,3,0.359,9,14884.18,0
28089.56,0.108,9.91,0,0.193,3,17568.77,0
38653.93,0.427,4.95,1,0.577,11,11077.17,1
47018.33,0.148,4.71,2,0.35,3,14004.84,0
43651.85,0.063,4.59,1,0.527,12,14242.49,0
63386.84,0.292,2.73,1,0.541,2,9886.82,0
31686.09,0.012,3.41,2,0.548,4,9221.4,0
42391.87,0.289,5.13,0,0.35,6,16339.35,0
34974.32,0.172,5.84,4,0.491,4,9760.51,0
43821.34,0.222,11.56,1,0.606,11,4066.28,0
27512.23,0.3,2.91,2,0.381,10,14372.84,0
28994.8,0.096,4.66,1,0.105,4,15310.06,0
31084.39,0.322,1.1,0,0.408,1,11591.18,0
32948.99,0.107,8.58,0,0.343,10,11131.25,0
68993.88,0.223,6.41,1,0.68,4,12122.25,0
60560.05,0.305,6.5,1,0.681,12,13971.84,0
37256.16,0.377,7.42,1,0.39,11,20543.78,0
42639.09,0.361,0.5,0,0.554,4,9529.2,0
25000.0,0.337,7.19,1,0.208,2,1000.0,0
37693.68,0.167,4.53,1,0.437,12,17638.01,0
42440.79,0.186,4.92,1,0.279,7,13880.95,0
59933.41,0.263,13.65,2,0.405,13,17337.09,0
44998.37,0.285,8.32,0,0.447,3,13909.62,0
46700.56,0.382,7.63,3,0.363,10,11336.55,0
44543.3,0.156,7.92,1,0.432,3,9303.95,0
44097.15,0.195,0.5,2,0.162,2,9553.34,0
25000.0,0.331,6.92,0,0.109,8,17907.32,0
34687.51,0.228,1.8,0,0.336,10,13248.85,0
66317.59,0.11,4.67,2,0.46,2,7561.46,0
53549.61,0.204,2.8,1,0.535,5,9607.59,0
47714.09,0.345,9.43,2,0.556,4,22048.09,0
41083.03,0.16,4.13,0,0.511,8,15775.64,0
50554.36,0.483,6.11,0,0.333,2,18519.09,0
28833.37,0.17,9.19,4,0.436,3,7979.54,0
25000.0,0.334,4.39,4,0.482,8,6002.17,1
35111.0,0.481,6.44,0,0.564,6,7937.8,0
48449.3,0.321,4.01,0,0.374,12,11225.46,0
41678.49,0.437,7.27,1,0.707,5,9413.71,0
57232.98,0.114,6.46,2,0.242,13,13800.62,0
45388.21,0.041,10.98,1,0.471,12,9120.44,0
40769.71,0.27,4.74,0,0.345,4,9356.69,0
63870.94,0.125,8.4,2,0.513,3,8204.97,0
59654.9,0.299,7.44,3,0.058,9,12357.62,0
38780.31,0.086,6.52,0,0.029,8,20759.36,0
27280.64,0.077,5.14,0,0.156,7,5764.73,0
29214.59,0.35,6.39,1,0.366,11,15812.68,0
37929.79,0.333,6.36,2,0.706,11,4631.02,1
35299.22,0.051,12.07,0,0.265,9,3591.43,0
71697.91,0.434,5.29,3,0.748,8,15639.03,1
25000.0,0.107,5.59,2,0.399,7,16107.09,0
39242.27,0.118,3.12,3,0.224,12,17772.83,0
27634.51,0.123,4.89,1,0.526,4,13811.45,0
41809.57,0.168,8.95,0,0.131,9,7831.3,0
45880.37,0.12,7.25,4,0.405,4,9090.29,0
34831.8,0.259,8.33,0,0.178,2,18851.42,0
48323.27,0.3,3.5,0,0.152,11,3304.84,0
37439.46,0.486,7.86,3,0.488,13,13989.26,0
37692.32,0.529,5.56,1,0.403,11,6276.14,0
34673.78,0.328,10.05,2,0.586,9,9106.82,0
50402.12,0.128,10.21,1,0.578,8,20415.06,0
42128.32,0.192,10.55,1,0.565,2,12739.23,0
69607.94,0.117,4.69,4,0.791,2,16392.72,0
62599.26,0.174,1.15,1,0.432,2,5570.47,0
48718.84,0.127,12.56,4,0.704,4,6226.21,0
25000.0,0.181,8.99,1,0.52,6,8009.79,0
25000.0,0.201,11.23,2,0.425,2,15635.77,0
56680.62,0.165,8.68,1,0.709,13,14670.32,0
33979.97,0.095,4.44,1,0.585,4,13601.28,0
43573.1,0.18,10.37,3,0.583,5,14045.38,0
32187.5,0.342,9.17,4,0.555,6,4314.48,1
48110.72,0.144,9.54,5,0.453,9,5965.39,0
56122.75,0.093,8.57,1,0.403,13,12836.34,0
26281.76,0.113,6.57,0,0.657,10,3710.77,0
30189.52,0.099,1.73,1,0.086,5,11450.65,0
25000.0,0.189,9.04,1,0.127,8,15218.95,0
43551.2,0.202,10.05,3,0.161,13,9638.7,0
25000.0,0.188,3.38,1,0.522,12,10684.26,0
35308.23,0.09,4.82,0,0.284,2,12404.51,0
48139.77,0.037,6.54,0,0.242,13,12158.66,0
82481.77,0.206,9.49,1,0.661,10,7620.51,0
45658.56,0.079,7.45,0,0.371,4,9286.87,0
62224.85,0.085,2.17,2,0.521,6,11238.76,0
43945.5,0.047,7.39,1,0.557,4,11310.85,0
44722.64,0.079,8.13,0,0.525,7,1000.0,0
37278.68,0.289,7.56,0,0.646,12,15315.11,0
35096.46,0.282,5.79,0,0.184,10,11985.39,0
60538.35,0.331,0.5,2,0.227,13,7929.18,0
45758.65,0.296,4.84,1,0.31,7,9689.33,0
45148.11,0.108,9.61,1,0.18,2,15275.75,0
32439.71,0.26,5.94,0,0.277,7,18673.64,0
35569.2,0.033,8.25,0,0.309,3,16579.83,0
82753.51,0.111,5.83,1,0.165,1,13454.0,0
39197.74,0.205,5.71,0,0.657,9,6691.46,0
63841.51,0.24,14.24,1,0.338,4,11200.35,0
33453.51,0.445,13.73,0,0.591,6,8360.63,0
53132.31,0.363,5.51,1,0.6,3,14165.48,0
44419.26,0.299,8.68,2,0.349,9,10539.96,0
34846.24,0.149,5.69,0,0.602,12,11912.24,0
50362.24,0.052,3.46,0,0.316,2,10579.51,0
25000.0,0.252,7.94,2,0.156,6,19170.81,0
49075.61,0.068,9.16,1,0.535,8,8298.54,0
52860.74,0.048,10.58,1,0.675,13,17145.84,0
44160.04,0.293,5.61,1,0.335,8,7823.05,0
63501.78,0.202,5.05,2,0.528,8,11330.65,0
39189.53,0.152,4.77,2,0.356,5,5042.36,0
38093.59,0.214,10.57,3,0.115,1,13469.48,0
45445.26,0.106,4.08,3,0.24,10,13680.69,0
54377.03,0.352,4.44,0,0.689,5,5753.26,0
48993.56,0.092,12.13,0,0.499,9,10444.12,0
37074.53,0.114,7.29,2,0.58,6,13005.77,0
28329.82,0.412,8.84,0,0.552,10,18480.12,0
50625.86,0.147,7.16,0,0.397,10,18238.08,0
30444.18,0.137,5.45,2,0.31,9,10780.41,0
30139.85,0.214,8.6,4,0.459,1,16451.98,0
31916.39,0.154,2.8,1,0.846,8,14629.29,0
40953.73,0.023,7.3,1,0.567,1,11722.87,0
30372.6,0.07,6.74,1,0.518,4,13683.93,0
26970.78,0.044,7.54,2,0.733,2,7976.35,0
31869.52,0.133,5.58,0,0.359,1,12951.1,0
37640.42,0.241,5.39,0,0.293,2,21576.6,0
47051.57,0.037,0.5,2,0.526,9,11577.87,0
41090.96,0.23,7.98,0,0.443,10,11052.39,0
27497.17,0.183,9.63,4,0.384,6,15625.2,0
43478.93,0.121,6.22,0,0.406,3,9220.8,0
44934.65,0.455,7.25,2,0.791,12,8420.27,1
34226.75,0.065,3.48,2,0.196,11,13020.23,0
30373.14,0.038,7.82,0,0.229,5,10161.3,0
30369.06,0.117,3.84,5,0.173,11,16718.12,0
33318.42,0.187,7.05,1,0.467,7,9087.2,0
87115.03,0.166,3.77,2,0.551,1,13739.49,0
29402.2,0.38,0.5,3,0.321,6,12427.64,1
44050.84,0.343,8.19,4,0.45,12,6370.6,1
31259.05,0.497,8.72,1,0.291,2,7641.56,0
33620.99,0.162,12.91,2,0.271,8,15981.33,0
31346.32,0.235,1.22,1,0.101,4,7781.98,0
53125.95,0.244,9.12,1,0.383,1,11202.54,0
45829.7,0.333,3.61,1,0.312,10,16115.73,0
38358.43,0.217,5.01,1,0.488,5,10342.28,0
47859.61,0.214,5.76,1,0.566,7,7890.55,0
52063.17,0.411,8.05,0,0.705,6,13532.91,0
29799.58,0.103,7.02,1,0.309,8,13169.14,0
48607.75,0.045,8.85,2,0.481,3,12155.96,0
31220.46,0.093,7.13,1,0.684,13,12201.85,0
53813.38,0.095,7.31,2,0.292,3,18960.05,0
52003.66,0.054,8.58,0,0.638,12,19197.15,0
46225.93,0.258,7.47,2,0.637,3,15017.24,0
37291.69,0.312,9.27,3,0.426,3,10584.12,0
33384.99,0.251,7.24,2,0.349,13,10250.84,0
36597.31,0.015,7.17,1,0.255,13,17787.98,0
52533.39,0.215,9.68,2,0.34,1,11837.04,0
31608.59,0.271,10.67,0,0.496,12,19031.22,0
40838.68,0.351,8.18,2,0.54,2,12826.81,0
25000.0,0.256,5.06,0,0.293,2,7521.66,0
43964.21,0.066,1.39,0,0.809,4,4065.94,0
27933.03,0.208,0.5,1,0.269,2,20719.68,0
25302.34,0.129,5.87,2,0.404,4,3165.02,0
48124.67,0.389,7.52,1,0.618,10,16942.69,0
43200.97,0.423,0.62,3,0.677,12,14355.45,1
34365.82,0.127,2.34,2,0.388,13,10765.11,0
36107.88,0.273,9.69,2,0.606,12,11380.1,0
88863.95,0.053,6.23,0,0.589,6,16359.73,0
37498.25,0.25,4.18,2,0.228,12,9756.99,0
37405.55,0.361,2.19,0,0.338,7,12016.83,0
50428.25,0.183,9.37,2,0.715,9,7694.08,0
41378.82,0.159,5.35,2,0.233,6,5053.09,0
56704.0,0.092,7.98,1,0.593,10,8822.75,0
44227.72,0.176,5.47,1,0.504,10,12900.67,0
52385.29,0.033,3.93,1,0.233,11,10075.97,0
46871.53,0.253,5.51,1,0.271,9,14297.72,0
50304.83,0.303,7.99,3,0.536,6,8056.38,0
39540.13,0.039,5.07,1,0.548,9,1281.75,0
43385.68,0.194,5.03,1,0.678,1,12963.07,0
36502.56,0.112,10.24,1,0.245,2,10239.08,0
49585.78,0.321,9.46,1,0.38,8,11176.23,0
25056.45,0.074,8.18,2,0.169,1,12879.99,0
51748.34,0.109,5.61,2,0.629,4,11578.26,0
56914.7,0.056,4.43,2,0.438,4,17177.12,0
52032.13,0.319,12.03,2,0.225,8,10299.63,0
38698.87,0.075,10.18,1,0.295,1,10379.35,0
47898.06,0.272,8.66,1,0.523,3,12542.16,0
30582.94,0.257,14.82,1,0.546,2,15965.42,0
53797.69,0.125,4.0,0,0.486,13,9795.79,0
27317.28,0.238,10.46,0,0.457,2,16359.17,0
49404.95,0.117,10.66,1,0.256,10,10668.07,0
48360.09,0.019,6.47,1,0.596,7,10143.58,0
46274.89,0.152,7.14,1,0.23,8,13284.0,0
34321.28,0.152,10.89,0,0.58,8,3019.74,0
52368.38,0.097,10.19,1,0.484,8,11370.05,0
25000.0,0.31,6.08,2,0.508,6,25097.12,0
52681.92,0.175,10.97,0,0.315,8,18318.55,0
42916.14,0.161,7.17,1,0.486,5,4678.24,0
57978.96,0.107,10.51,1,0.843,8,14298.15,0
43045.68,0.126,3.99,0,0.503,11,13578.0,0
76371.63,0.065,6.79,1,0.113,5,15371.47,0
28864.37,0.126,6.26,2,0.347,13,14278.61,0
49676.76,0.124,5.78,2,0.745,4,16029.4,0
29433.78,0.27,12.0,0,0.354,13,11517.68,0
38398.16,0.3,9.7,2,0.363,10,13345.39,0
52043.25,0.23,8.33,1,0.052,2,11292.27,0
49956.14,0.071,8.4,2,0.502,3,10865.57,0
83103.2,0.081,7.6,2,0.627,2,12904.69,0
35490.05,0.143,7.09,1,0.662,7,15129.0,0
62950.28,0.413,2.93,3,0.655,9,8475.75,1
36716.99,0.213,5.91,1,0.707,9,13185.2,0
31403.82,0.173,8.97,1,0.369,12,5849.98,0
25000.0,0.049,5.43,1,0.562,8,7334.54,0
42486.21,0.104,2.56,1,0.22,11,11442.51,0
33441.17,0.058,11.06,1,0.173,11,12062.33,0
53994.16,0.35,2.15,0,0.647,8,11207.16,0
33358.23,0.159,7.75,1,0.669,3,13306.22,0
33968.52,0.171,8.68,1,0.02,1,8688.89,0
45439.15,0.241,6.59,1,0.686,3,8554.12,0
73308.04,0.367,7.36,0,0.279,2,15984.11,0
27418.48,0.087,7.97,0,0.449,3,13058.2,0
57306.22,0.132,5.8,0,0.025,11,11977.57,0
54498.96,0.008,8.22,0,0.449,5,10438.92,0
37148.14,0.022,7.76,1,0.257,7,19561.51,0
50837.81,0.275,10.01,0,0.433,7,7991.29,0
36333.78,0.538,4.69,1,0.354,6,16382.78,0
92040.68,0.301,9.44,2,0.414,12,7541.93,0
38590.7,0.247,5.3,0,0.072,6,7296.84,0
41280.48,0.088,8.76,0,0.387,7,12850.82,0
35809.66,0.058,0.5,0,0.452,2,11260.58,0
25000.0,0.221,6.94,1,0.208,12,19170.06,0
36603.4,0.045,7.24,1,0.489,1,15634.09,0
43530.32,0.194,7.86,0,0.468,1,13180.19,0
67868.2,0.157,9.21,1,0.109,9,7148.37,0
47676.08,0.27,6.51,2,0.61,13,15297.27,0
37560.8,0.109,8.97,0,0.404,2,1000.0,0
40985.77,0.089,9.0,0,0.622,7,14579.98,0
45006.81,0.176,7.22,0,0.399,8,5776.65,0
35149.37,0.257,7.7,2,0.329,1,10333.89,0
50959.32,0.087,9.45,2,0.592,7,11953.09,0
70882.64,0.402,4.13,0,0.466,12,4676.88,0
35344.5,0.138,2.45,0,0.154,11,4449.38,0
61244.88,0.136,7.86,1,0.419,6,9713.95,0
54541.34,0.218,6.15,1,0.169,4,8515.03,0
48437.8,0.502,12.29,2,0.636,11,10620.81,0
41738.28,0.165,7.49,1,0.623,11,17020.83,0
45171.62,0.329,10.35,1,0.504,7,14833.51,0
37194.36,0.158,11.09,1,0.317,10,12695.09,0
76336.31,0.236,5.76,2,0.456,8,13092.22,0
31212.03,0.283,9.93,0,0.424,6,22677.41,0
59708.56,0.289,9.45,2,0.49,7,13594.72,0
69037.33,0.351,7.3,2,0.834,1,8593.97,0
35842.98,0.158,4.11,2,0.552,6,9342.51,0
60357.86,0.116,12.21,2,0.31,5,11695.71,0
42209.2,0.121,5.75,1,0.483,11,15213.7,0
41020.45,0.151,8.84,0,0.466,8,12735.01,0
39100.98,0.059,10.5,0,0.816,9,15932.55,0
25000.0,0.456,5.45,2,0.311,4,12984.34,0
48619.18,0.25,7.65,2,0.114,7,1000.0,0
66519.01,0.358,3.29,0,0.214,8,22131.65,0
31361.86,0.08,7.53,0,0.642,3,15470.29,0
53990.78,0.051,6.12,1,0.52,13,16971.8,0
38955.61,0.166,11.08,1,0.588,6,10078.76,0
27379.74,0.161,6.59,1,0.12,6,11256.24,0
56912.0,0.163,7.68,0,0.475,9,17381.15,0
