age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_open_accounts,delinq_2yrs,revol_util,pub_records,purpose_score,home_ownership_score,default
36,84941.0,7063.0,60,609,12,11,5,150.0,2,3.0,2,0
52,29803.0,36761.0,60,493,10,17,5,150.0,1,7.0,2,0
38,47978.0,7281.0,60,733,6,2,3,74.0,0,7.0,2,0
34,25090.0,17463.0,60,538,7,2,1,20.0,0,6.0,2,0
44,20934.0,11871.0,36,609,0,1,2,150.0,2,4.0,1,1
48,41314.0,591.0,60,805,9,6,2,150.0,0,6.0,2,0
48,43705.0,2765.0,36,720,8,5,5,37.0,0,6.0,2,0
47,18433.0,20539.0,60,702,10,13,0,150.0,1,4.0,1,1
54,18506.0,2629.0,36,522,1,5,1,150.0,1,6.0,0,0
37,74753.0,14794.0,36,663,1,1,8,150.0,2,6.0,2,0
47,20049.0,16337.0,36,662,7,2,0,150.0,0,7.0,3,0
43,45895.0,15070.0,36,588,3,3,5,37.0,1,3.0,1,0
39,37224.0,1269.0,72,385,0,4,0,59.0,0,6.0,2,0
50,35380.0,2035.0,36,490,2,3,1,130.0,0,6.0,2,0
27,43414.0,15034.0,36,634,3,13,9,118.0,1,5.0,2,0
49,20479.0,16607.0,36,737,8,10,0,150.0,0,5.0,1,1
33,69208.0,12768.0,36,737,21,9,7,41.0,1,8.0,2,0
62,67259.0,17460.0,36,552,6,12,1,147.0,1,6.0,1,0
34,52812.0,14492.0,60,611,11,11,2,150.0,2,6.0,1,0
58,46476.0,4252.0,36,744,0,1,5,105.0,1,5.0,1,0
59,52826.0,17892.0,36,609,2,4,4,150.0,2,6.0,2,0
37,63809.0,32347.0,60,493,6,12,1,150.0,1,5.0,1,0
35,54764.0,500.0,60,488,2,8,3,69.0,1,5.0,2,0
26,14455.0,510.0,36,515,1,7,1,11.0,1,6.0,1,0
37,11658.0,4481.0,60,609,12,6,2,150.0,3,5.0,2,0
42,45521.0,10940.0,72,518,7,6,4,150.0,1,4.0,2,0
42,41238.0,35547.0,36,668,17,4,2,100.0,1,6.0,1,0
40,30425.0,1864.0,36,745,6,3,1,30.0,1,7.0,2,0
37,32814.0,6895.0,60,623,13,4,3,150.0,0,3.0,1,0
39,29332.0,16296.0,60,691,17,10,5,50.0,1,5.0,2,0
33,26865.0,25238.0,36,676,8,7,2,147.0,0,6.0,1,0
42,36528.0,32674.0,60,588,15,2,2,46.0,2,7.0,1,0
27,34228.0,9721.0,60,524,8,9,1,150.0,1,7.0,1,0
36,34288.0,18774.0,36,658,12,13,2,150.0,0,6.0,1,0
37,21427.0,15855.0,36,509,2,5,1,103.0,1,5.0,1,0
42,23542.0,25619.0,36,549,9,8,4,74.0,0,6.0,1,0
46,15372.0,35828.0,60,519,6,0,3,150.0,1,5.0,2,1
55,22310.0,23770.0,36,545,1,6,3,150.0,0,8.0,1,0
44,66642.0,13057.0,36,409,9,5,6,150.0,3,3.0,2,0
47,55024.0,15422.0,36,559,8,11,3,114.0,1,5.0,1,0
39,44572.0,12381.0,36,733,7,2,3,76.0,0,8.0,2,0
43,49178.0,23581.0,60,608,15,2,3,119.0,2,8.0,2,0
47,26524.0,4641.0,36,532,4,0,5,92.0,0,3.0,1,0
35,38821.0,12402.0,60,776,9,7,6,74.0,1,7.0,1,0
43,23395.0,37168.0,36,551,4,10,5,150.0,0,7.0,1,1
61,24845.0,1799.0,36,850,10,7,0,1.0,2,7.0,2,0
30,24145.0,577.0,60,424,0,5,6,150.0,1,6.0,1,0
36,75391.0,4505.0,60,788,8,4,6,99.0,1,6.0,1,0
39,43173.0,23748.0,60,640,1,9,6,80.0,1,5.0,1,0
47,108365.0,32311.0,36,850,5,7,10,150.0,1,4.0,2,0
25,103963.0,41830.0,36,623,17,20,7,150.0,2,5.0,1,0
24,47467.0,11529.0,60,747,5,4,8,150.0,1,6.0,1,0
32,29626.0,4822.0,60,514,3,1,3,103.0,1,7.0,1,0
32,49314.0,14484.0,36,638,18,3,3,99.0,1,7.0,1,0
55,24850.0,23808.0,36,674,12,2,4,130.0,0,8.0,1,0
37,42053.0,10852.0,60,633,11,11,5,150.0,0,6.0,2,0
27,46923.0,7457.0,60,850,2,5,4,150.0,0,6.0,1,1
35,37882.0,19124.0,36,606,3,1,3,13.0,1,7.0,2,0
36,39589.0,2336.0,36,703,10,5,4,125.0,0,7.0,1,0
18,40173.0,33892.0,36,477,29,4,1,2.0,3,9.0,1,0
34,47688.0,14144.0,36,850,7,10,2,150.0,0,7.0,1,1
48,20066.0,11889.0,36,320,7,6,5,37.0,1,8.0,2,0
47,27281.0,2786.0,36,456,4,1,2,10.0,0,4.0,1,0
43,24102.0,33626.0,60,696,5,2,0,112.0,0,6.0,1,0
44,29958.0,38383.0,36,602,10,9,4,89.0,0,5.0,1,0
46,20073.0,38339.0,72,575,13,0,4,150.0,0,9.0,2,0
41,59708.0,22493.0,60,632,4,3,7,150.0,1,6.0,2,1
47,54664.0,12622.0,36,510,1,4,1,8.0,2,3.0,2,0
45,31998.0,9405.0,60,630,15,2,2,80.0,0,8.0,1,0
37,23921.0,3048.0,60,642,6,3,5,37.0,1,5.0,2,0
49,25359.0,15875.0,36,463,2,4,4,96.0,1,6.0,2,0
50,60588.0,26149.0,72,322,8,10,2,117.0,2,6.0,2,0
20,45658.0,22682.0,60,802,3,6,5,7.0,0,6.0,1,0
52,36375.0,1231.0,60,789,6,2,2,150.0,0,5.0,2,0
21,32863.0,15073.0,60,500,1,1,4,53.0,0,5.0,1,0
44,58340.0,23246.0,36,599,6,3,2,57.0,2,6.0,2,0
35,66370.0,8016.0,72,628,4,4,6,116.0,2,5.0,2,0
44,28241.0,14105.0,72,724,1,2,1,137.0,1,6.0,1,0
32,58882.0,12538.0,60,583,27,9,5,150.0,2,7.0,2,0
30,30616.0,8722.0,36,487,2,1,1,51.0,0,5.0,2,0
26,22261.0,35144.0,60,594,1,10,4,150.0,0,8.0,1,0
18,77632.0,9908.0,36,473,6,13,4,150.0,2,5.0,2,0
36,26283.0,8277.0,36,505,3,2,0,87.0,0,6.0,1,0
34,58397.0,10790.0,60,471,4,7,1,150.0,2,4.0,1,0
52,56649.0,12125.0,36,634,11,12,0,145.0,1,6.0,1,0
51,52215.0,34378.0,60,455,1,11,3,61.0,2,5.0,1,0
36,69021.0,21974.0,36,508,6,14,5,95.0,2,4.0,2,0
42,40567.0,50000.0,60,595,8,15,5,104.0,1,6.0,1,0
32,65064.0,34314.0,60,431,7,13,0,150.0,2,5.0,1,0
28,54792.0,20744.0,36,670,1,1,3,150.0,1,6.0,1,0
42,53432.0,15157.0,60,625,9,1,3,115.0,2,6.0,2,0
46,56168.0,11779.0,36,566,6,6,4,150.0,1,3.0,1,0
44,29766.0,35352.0,60,497,2,7,1,150.0,1,8.0,1,0
58,69026.0,42378.0,36,495,4,17,6,84.0,3,4.0,1,0
34,42475.0,21232.0,36,507,1,6,4,150.0,2,7.0,2,0
18,32275.0,4950.0,36,685,9,2,3,150.0,0,8.0,2,0
49,46939.0,33209.0,36,400,2,7,2,80.0,1,6.0,2,0
39,38420.0,14509.0,60,575,4,3,1,72.0,1,8.0,1,0
39,42904.0,17656.0,36,850,20,11,5,64.0,0,7.0,1,0
43,28419.0,14193.0,60,561,1,4,4,150.0,1,4.0,1,0
40,18293.0,38887.0,72,745,3,8,2,150.0,0,6.0,2,1
35,45532.0,1589.0,36,545,3,5,3,150.0,1,4.0,1,0
33,28281.0,9239.0,36,691,2,2,1,69.0,1,6.0,1,1
45,43551.0,9625.0,36,757,10,4,4,126.0,1,6.0,1,0
39,24567.0,23491.0,36,579,3,10,3,150.0,0,8.0,1,0
20,53082.0,23302.0,36,492,7,12,3,30.0,1,5.0,1,0
43,26068.0,10858.0,60,503,3,5,1,150.0,0,4.0,1,0
43,40296.0,3448.0,36,661,7,6,2,150.0,0,7.0,1,0
43,49851.0,30904.0,36,501,11,11,3,150.0,1,4.0,2,0
32,27846.0,22295.0,60,518,9,6,4,150.0,0,9.0,2,0
50,28176.0,2352.0,60,744,2,4,1,83.0,1,4.0,1,1
36,43758.0,6392.0,36,511,5,6,1,150.0,0,6.0,1,0
42,32905.0,23746.0,36,850,5,5,5,150.0,2,6.0,1,0
36,40977.0,6750.0,60,498,1,2,3,87.0,1,4.0,2,0
53,34656.0,9709.0,60,367,7,4,1,150.0,1,6.0,2,0
25,19072.0,2422.0,36,642,6,5,5,132.0,0,5.0,1,1
46,28232.0,10149.0,60,780,4,4,0,85.0,0,7.0,1,1
31,19620.0,11039.0,36,685,16,18,1,120.0,0,3.0,1,1
26,25063.0,16134.0,36,560,12,0,1,1.0,0,9.0,2,0
39,29259.0,1509.0,60,477,2,1,0,150.0,1,6.0,1,0
39,26018.0,8457.0,36,494,2,1,2,76.0,1,7.0,2,0
47,44315.0,48472.0,36,452,5,9,0,127.0,3,7.0,1,0
38,32998.0,10656.0,60,528,4,5,0,150.0,1,7.0,2,0
42,23952.0,26263.0,60,428,5,13,2,150.0,1,8.0,1,0
44,44735.0,13296.0,60,740,0,3,7,138.0,0,7.0,2,0
46,54621.0,5052.0,72,634,1,6,2,103.0,1,7.0,1,0
51,62435.0,3768.0,36,563,6,10,4,14.0,2,3.0,2,0
37,47353.0,12986.0,36,717,0,2,6,85.0,0,6.0,2,0
24,35625.0,20028.0,36,585,6,8,1,73.0,0,6.0,2,0
36,41191.0,4134.0,60,705,1,2,3,150.0,0,6.0,2,0
44,126504.0,17856.0,36,537,8,17,4,150.0,3,4.0,1,0
47,59480.0,4267.0,36,544,17,1,6,150.0,2,7.0,1,0
53,56182.0,15491.0,36,589,12,12,5,150.0,1,5.0,2,0
40,64068.0,16043.0,36,446,5,9,0,9.0,1,7.0,1,0
46,37363.0,3050.0,60,850,6,9,6,76.0,1,6.0,1,0
48,40241.0,14287.0,72,661,12,5,3,80.0,1,6.0,2,0
44,23234.0,9537.0,60,695,6,2,1,55.0,1,9.0,1,0
21,63493.0,10236.0,36,636,10,1,7,150.0,2,6.0,2,0
56,50384.0,20226.0,36,554,3,5,5,150.0,3,7.0,1,0
42,51984.0,4724.0,36,463,6,3,2,150.0,1,4.0,1,1
62,61136.0,6774.0,36,489,4,9,2,150.0,1,6.0,1,0
47,126465.0,47459.0,36,450,1,20,3,150.0,3,6.0,2,0
40,42026.0,12053.0,60,496,1,7,2,150.0,0,7.0,1,0
36,36077.0,22693.0,36,562,4,4,0,34.0,0,5.0,2,0
51,36860.0,3828.0,36,678,4,4,5,19.0,0,6.0,2,0
22,23615.0,10544.0,36,750,5,9,1,73.0,0,4.0,2,1
43,21953.0,25484.0,36,426,5,8,0,1.0,0,3.0,1,0
50,47733.0,11081.0,36,478,7,10,4,150.0,1,5.0,2,0
43,28779.0,21419.0,36,550,13,6,4,99.0,1,8.0,1,0
43,15178.0,8902.0,36,581,11,6,4,150.0,3,6.0,2,0
36,26258.0,6726.0,36,640,3,5,8,43.0,1,5.0,2,0
30,83841.0,966.0,36,741,12,5,9,34.0,2,6.0,1,0
25,70036.0,13210.0,60,397,7,10,2,112.0,3,6.0,1,0
55,32162.0,21922.0,36,658,12,5,4,49.0,1,7.0,1,0
29,18708.0,3924.0,60,379,2,6,4,150.0,2,7.0,2,0
32,27487.0,10029.0,60,548,1,1,1,71.0,0,5.0,1,0
45,28179.0,8745.0,36,674,8,11,3,67.0,1,4.0,1,1
46,39548.0,7883.0,36,776,6,2,6,55.0,0,6.0,2,0
41,76899.0,27032.0,60,300,7,7,4,150.0,2,7.0,2,0
46,24631.0,27768.0,60,566,1,9,4,150.0,0,7.0,2,0
45,43690.0,40871.0,36,534,6,12,3,150.0,1,6.0,1,0
52,46366.0,10397.0,60,527,3,4,2,139.0,1,4.0,2,0
32,16934.0,11990.0,36,359,1,13,6,150.0,1,5.0,1,0
35,65433.0,16393.0,36,379,14,1,2,81.0,3,4.0,1,0
46,95351.0,12492.0,60,475,14,14,2,150.0,2,4.0,1,0
35,33445.0,12479.0,36,577,6,0,3,29.0,1,8.0,1,0
42,58222.0,3608.0,36,391,4,2,1,128.0,2,5.0,1,0
25,29659.0,3838.0,60,656,12,3,1,135.0,0,8.0,1,0
52,39082.0,50000.0,60,434,14,3,1,52.0,3,7.0,2,0
34,17037.0,22714.0,36,850,10,9,3,8.0,0,6.0,1,1
45,71762.0,4246.0,60,735,13,15,10,103.0,1,3.0,1,0
37,27034.0,7944.0,36,534,0,4,4,150.0,0,5.0,2,0
52,40461.0,5911.0,36,488,1,4,4,35.0,1,4.0,1,0
47,76961.0,500.0,36,827,11,5,8,130.0,2,5.0,1,0
24,26658.0,37142.0,60,497,11,5,1,150.0,1,9.0,1,0
53,39395.0,34537.0,36,592,22,12,1,150.0,1,6.0,1,0
49,37495.0,18820.0,72,850,10,0,5,150.0,1,6.0,1,0
31,24121.0,6008.0,36,797,2,1,0,117.0,1,7.0,1,0
34,24680.0,2410.0,60,674,0,6,3,150.0,1,8.0,2,0
31,41800.0,35444.0,36,395,2,7,1,150.0,1,7.0,2,0
44,42992.0,25273.0,36,499,2,3,3,28.0,1,6.0,2,1
27,48355.0,7327.0,60,850,8,0,5,83.0,0,5.0,2,0
31,23988.0,10558.0,72,505,7,2,1,150.0,1,6.0,2,0
42,36971.0,18964.0,60,509,2,10,1,150.0,1,7.0,2,0
21,28025.0,34868.0,36,488,14,1,0,6.0,1,8.0,1,0
47,32196.0,8021.0,36,613,2,4,1,79.0,0,8.0,2,0
44,49003.0,13700.0,36,651,7,0,3,127.0,1,6.0,1,0
38,37793.0,5305.0,36,458,4,4,3,150.0,1,4.0,2,0
53,19637.0,14764.0,72,590,5,1,2,86.0,1,6.0,2,0
47,21982.0,11525.0,36,529,4,1,0,150.0,1,5.0,1,0
36,55490.0,5507.0,36,638,2,5,3,150.0,1,6.0,2,0
30,73599.0,29537.0,36,514,7,20,6,50.0,2,6.0,2,0
42,29279.0,6379.0,60,771,7,4,2,115.0,0,7.0,1,0
34,49391.0,16315.0,60,604,12,11,6,150.0,1,4.0,2,0
25,32332.0,18949.0,36,849,9,6,2,150.0,1,7.0,1,0
44,43193.0,19349.0,60,850,11,5,0,150.0,1,5.0,1,0
42,27998.0,2448.0,36,710,8,5,1,3.0,0,6.0,1,1
39,34588.0,43342.0,36,516,2,8,3,144.0,1,6.0,1,0
46,61934.0,13407.0,36,850,4,3,5,150.0,0,5.0,1,0
36,39187.0,27881.0,36,594,21,13,3,150.0,1,5.0,1,0
44,22328.0,46971.0,60,368,10,5,1,49.0,2,10.0,2,0
35,26582.0,21094.0,60,524,7,4,1,150.0,0,6.0,2,0
43,53708.0,11889.0,36,671,9,4,8,31.0,2,7.0,2,0
33,38737.0,16594.0,36,711,9,4,3,122.0,0,7.0,1,0
41,24329.0,22789.0,36,510,2,5,2,52.0,1,7.0,1,0
44,41006.0,500.0,36,732,11,7,5,72.0,0,7.0,2,0
53,47574.0,1745.0,36,491,6,2,3,21.0,2,3.0,1,0
18,40401.0,26477.0,36,850,15,0,6,150.0,2,5.0,2,0
47,17922.0,1200.0,36,850,8,8,6,48.0,1,4.0,1,1
57,21878.0,25120.0,36,591,8,8,1,150.0,0,7.0,2,0
33,52979.0,2026.0,36,661,14,11,3,146.0,0,5.0,1,0
54,45893.0,2907.0,60,627,10,2,1,150.0,1,7.0,2,0
33,74742.0,39926.0,60,498,6,17,3,65.0,2,5.0,1,0
41,53717.0,12535.0,60,850,8,9,7,150.0,0,6.0,2,0
47,42764.0,19474.0,36,465,1,2,1,150.0,0,5.0,2,0
29,56482.0,7328.0,60,423,2,6,1,30.0,1,5.0,2,0
36,34738.0,6766.0,36,765,4,3,7,81.0,0,6.0,1,0
43,10612.0,12692.0,36,590,3,9,0,92.0,3,5.0,1,0
31,107151.0,500.0,60,705,9,4,9,150.0,3,5.0,1,0
33,31179.0,26789.0,36,521,3,10,1,150.0,2,6.0,1,0
50,49497.0,3294.0,36,497,1,12,0,150.0,2,8.0,2,0
52,60688.0,34574.0,36,500,6,14,4,114.0,2,5.0,1,0
32,31003.0,2166.0,36,446,2,3,1,121.0,0,7.0,0,0
38,37339.0,11904.0,36,702,5,0,2,150.0,0,6.0,1,0
38,60001.0,10776.0,72,716,3,4,2,59.0,1,7.0,2,0
46,34259.0,2677.0,36,753,7,3,2,66.0,0,7.0,1,0
19,61917.0,6833.0,36,375,6,4,1,116.0,2,4.0,0,0
42,24455.0,6263.0,60,711,3,3,1,150.0,1,7.0,1,0
41,28503.0,6947.0,36,821,5,3,3,101.0,0,6.0,1,1
47,137049.0,28063.0,60,362,4,18,1,150.0,4,5.0,2,0
35,55376.0,11666.0,60,735,0,0,5,80.0,1,6.0,1,0
23,24833.0,2946.0,60,452,10,1,0,150.0,1,8.0,1,0
38,31917.0,26534.0,60,504,8,2,6,150.0,1,6.0,2,0
30,28562.0,28361.0,60,487,3,11,3,150.0,1,8.0,2,0
43,27184.0,35678.0,36,609,1,4,1,2.0,1,7.0,1,0
33,39888.0,23917.0,36,692,9,3,2,128.0,1,6.0,2,0
46,46669.0,500.0,60,669,8,7,3,150.0,1,6.0,2,0
45,32904.0,23609.0,36,610,12,10,2,150.0,1,6.0,1,0
37,31057.0,15949.0,60,704,11,5,2,53.0,0,6.0,2,0
39,52868.0,24939.0,36,850,4,7,8,118.0,1,5.0,1,0
51,12477.0,20585.0,72,481,15,8,3,150.0,0,5.0,0,1
53,43368.0,1597.0,36,396,5,3,1,150.0,1,4.0,2,0
23,23533.0,13487.0,36,525,3,3,2,150.0,1,5.0,2,0
36,36582.0,16587.0,60,655,11,11,8,63.0,1,4.0,2,0
47,56225.0,13966.0,60,602,14,7,0,150.0,1,4.0,1,0
37,32243.0,8030.0,36,808,0,1,4,150.0,0,6.0,2,0
38,31391.0,17950.0,36,481,5,2,2,77.0,0,5.0,0,0
36,26019.0,3437.0,36,559,19,1,1,150.0,0,9.0,1,0
46,46826.0,8344.0,36,513,3,4,3,150.0,1,4.0,2,0
43,29768.0,27895.0,36,485,3,6,1,150.0,2,8.0,1,0
55,25931.0,20745.0,36,694,10,10,8,150.0,0,4.0,2,0
38,49632.0,2151.0,60,711,9,4,6,118.0,1,7.0,1,0
38,34485.0,538.0,36,709,6,0,1,150.0,0,7.0,1,0
46,35914.0,11332.0,60,449,3,1,1,79.0,1,5.0,2,0
40,43592.0,7421.0,36,789,3,3,7,150.0,0,5.0,2,0
24,44846.0,4196.0,36,850,0,3,2,150.0,1,7.0,2,1
32,32744.0,1123.0,60,689,4,3,4,150.0,1,5.0,1,1
25,61721.0,9046.0,60,746,11,6,4,59.0,1,5.0,1,0
45,30165.0,39358.0,36,521,3,10,5,19.0,1,6.0,2,0
46,35548.0,21931.0,36,556,11,5,0,150.0,0,5.0,1,0
45,50890.0,7813.0,60,820,7,10,8,150.0,0,6.0,2,0
24,18791.0,6757.0,60,808,19,13,1,150.0,2,8.0,1,0
43,43361.0,35449.0,60,537,14,10,1,150.0,0,7.0,1,0
39,25630.0,19677.0,60,665,19,7,2,51.0,0,8.0,2,0
53,53020.0,13832.0,36,704,11,6,5,150.0,1,6.0,1,0
25,23353.0,3747.0,60,552,7,3,1,150.0,1,5.0,1,0
41,25137.0,2982.0,36,547,3,1,2,133.0,1,5.0,1,0
46,43958.0,14713.0,60,585,5,4,3,35.0,0,3.0,1,0
35,40141.0,33511.0,36,426,3,6,2,110.0,1,6.0,2,0
43,24529.0,17083.0,60,676,7,8,1,150.0,1,5.0,2,1
41,22660.0,8937.0,60,585,4,1,2,35.0,1,6.0,2,0
44,44981.0,18011.0,36,573,19,13,2,150.0,1,7.0,2,0
45,31016.0,20845.0,36,549,7,2,1,150.0,2,5.0,2,1
41,34353.0,7809.0,60,596,4,6,4,150.0,0,5.0,2,1
40,25426.0,2755.0,36,577,1,1,2,58.0,1,7.0,1,0
43,43620.0,4067.0,36,360,6,2,3,145.0,1,5.0,1,0
57,83132.0,4878.0,36,714,3,1,6,58.0,2,5.0,1,0
47,17353.0,32189.0,60,508,3,9,5,150.0,0,8.0,1,0
36,27259.0,13225.0,60,605,4,5,2,150.0,2,3.0,1,1
34,48049.0,10696.0,36,462,7,5,5,150.0,2,8.0,2,0
44,73288.0,2306.0,60,711,17,13,10,150.0,2,6.0,2,0
52,61017.0,24639.0,36,717,3,2,1,6.0,1,3.0,2,1
48,28842.0,21155.0,60,628,11,1,1,78.0,0,8.0,2,0
38,39468.0,4528.0,36,519,5,8,4,36.0,1,5.0,1,0
44,133917.0,43676.0,72,416,2,19,3,137.0,4,5.0,2,0
35,27840.0,32837.0,36,576,7,9,2,74.0,1,7.0,1,0
44,25060.0,17388.0,60,615,0,7,6,150.0,0,7.0,1,1
55,40725.0,3810.0,36,679,9,9,7,150.0,0,5.0,1,0
31,16552.0,9637.0,36,587,5,3,4,66.0,2,5.0,1,0
26,48076.0,12890.0,36,795,4,6,6,16.0,0,6.0,1,0
29,36016.0,40618.0,60,595,2,11,4,150.0,2,6.0,1,1
44,28985.0,30304.0,72,549,14,3,3,137.0,1,8.0,2,0
35,18549.0,19791.0,36,850,9,8,1,138.0,3,8.0,1,0
38,55146.0,23166.0,60,532,9,9,2,150.0,1,4.0,2,0
31,24997.0,27267.0,36,619,7,4,3,150.0,0,8.0,1,0
37,35703.0,500.0,36,734,8,3,1,42.0,1,5.0,2,1
28,31270.0,4188.0,36,696,5,4,1,128.0,0,7.0,1,0
34,65196.0,6528.0,36,345,1,3,3,150.0,2,4.0,2,0
30,26911.0,16701.0,36,738,6,3,1,75.0,1,6.0,1,0
52,35349.0,6837.0,36,651,12,9,7,150.0,1,5.0,2,0
63,77303.0,10887.0,60,849,13,13,10,150.0,1,6.0,2,0
44,61427.0,3023.0,36,608,18,3,1,150.0,2,7.0,1,0
30,27810.0,12274.0,36,632,0,3,0,124.0,0,7.0,1,0
44,26769.0,40004.0,36,478,9,5,1,150.0,2,7.0,1,0
39,41613.0,21217.0,72,604,7,11,3,17.0,0,6.0,2,0
36,20010.0,22438.0,36,610,11,0,0,150.0,0,8.0,2,0
31,32547.0,3376.0,60,767,5,3,2,17.0,1,7.0,2,0
44,57361.0,4904.0,60,727,0,2,4,122.0,1,6.0,1,0
37,39542.0,30128.0,60,672,13,2,2,40.0,1,7.0,1,0
40,18455.0,3957.0,72,584,1,1,3,84.0,2,7.0,2,0
48,42980.0,9770.0,36,680,3,5,1,150.0,1,6.0,2,0
31,36945.0,3227.0,36,562,6,5,3,0.0,0,5.0,1,0
37,48778.0,12013.0,36,757,23,7,3,68.0,1,7.0,2,0
51,30878.0,11586.0,36,495,11,2,1,150.0,0,4.0,1,0
36,45874.0,2753.0,36,674,6,5,6,150.0,0,4.0,1,0
39,66226.0,7497.0,60,685,6,2,4,150.0,2,5.0,1,0
41,30280.0,32511.0,36,522,6,5,1,150.0,1,8.0,2,0
49,49779.0,3920.0,60,537,1,7,6,25.0,1,5.0,1,0
46,33105.0,19523.0,60,646,5,7,0,150.0,0,7.0,2,1
39,39705.0,16996.0,60,706,23,9,1,150.0,1,8.0,1,0
48,26126.0,14128.0,36,678,5,7,3,150.0,1,7.0,1,0
40,60166.0,23198.0,60,760,1,4,8,120.0,0,6.0,2,0
18,36014.0,6796.0,36,585,9,4,3,150.0,0,4.0,2,0
50,43602.0,10126.0,60,583,12,7,2,150.0,0,4.0,1,0
43,48201.0,13653.0,60,757,0,4,2,150.0,1,6.0,2,1
30,40965.0,500.0,36,621,11,5,6,88.0,1,8.0,2,0
49,20500.0,36758.0,36,560,1,2,1,69.0,1,6.0,2,0
25,36389.0,13429.0,72,586,1,4,2,150.0,1,7.0,2,0
23,46119.0,3072.0,60,692,8,0,1,101.0,0,7.0,2,0
47,25495.0,10141.0,36,552,5,4,2,7.0,0,6.0,2,0
41,42065.0,7425.0,36,651,7,3,4,14.0,1,7.0,2,0
26,53105.0,1274.0,36,697,1,2,5,150.0,1,6.0,1,0
53,39300.0,33773.0,36,529,2,8,1,124.0,0,7.0,1,0
39,50864.0,500.0,36,753,12,11,9,150.0,1,6.0,2,0
42,36917.0,3607.0,36,614,13,6,3,150.0,0,4.0,1,0
52,61435.0,6298.0,60,779,10,7,7,146.0,1,6.0,1,0
37,59856.0,30117.0,60,789,4,1,8,150.0,0,6.0,2,0
40,21857.0,8134.0,36,654,3,3,6,150.0,1,6.0,1,0
50,46469.0,16878.0,60,559,3,4,3,30.0,1,4.0,1,0
36,69771.0,7437.0,36,690,2,0,6,87.0,2,5.0,2,0
33,26318.0,31792.0,36,467,3,6,2,104.0,0,6.0,1,0
48,58942.0,21500.0,36,627,3,1,5,150.0,2,6.0,1,0
39,15996.0,44455.0,36,546,7,4,3,150.0,0,8.0,2,0
45,31612.0,17569.0,60,621,5,8,5,25.0,0,5.0,1,0
40,33820.0,12348.0,60,488,6,0,4,37.0,1,4.0,3,0
36,37324.0,12770.0,60,588,1,6,1,150.0,1,7.0,2,0
51,102969.0,15990.0,36,300,1,8,4,150.0,3,4.0,1,0
39,33798.0,6870.0,36,503,6,2,0,75.0,1,4.0,2,0
30,20905.0,6209.0,60,603,2,5,4,150.0,1,7.0,1,1
22,28630.0,15753.0,36,531,9,2,0,150.0,1,5.0,1,0
44,37881.0,26205.0,36,542,17,2,2,84.0,2,7.0,1,0
60,33821.0,19483.0,36,540,10,6,3,150.0,0,5.0,2,0
44,26862.0,29789.0,36,605,2,8,3,150.0,0,7.0,2,0
40,25307.0,33790.0,36,483,4,8,3,150.0,1,8.0,2,0
33,52325.0,3904.0,60,711,17,14,7,35.0,0,3.0,2,0
58,68321.0,894.0,60,629,0,6,4,150.0,2,6.0,1,0
39,43897.0,10609.0,36,845,3,4,7,150.0,0,6.0,1,0
54,30466.0,7927.0,36,698,10,3,1,129.0,0,7.0,1,1
20,41986.0,26862.0,36,601,5,0,2,29.0,0,8.0,1,1
48,39414.0,15021.0,36,754,1,1,3,150.0,0,6.0,2,0
39,18224.0,36054.0,36,462,1,9,2,6.0,2,5.0,1,0
38,32080.0,13162.0,36,663,16,9,1,150.0,0,6.0,2,0
39,45354.0,10063.0,36,588,11,6,4,150.0,0,4.0,2,0
53,42107.0,10633.0,60,714,20,8,4,65.0,1,7.0,2,0
25,36992.0,14471.0,36,476,3,5,3,59.0,1,5.0,1,0
40,53414.0,5678.0,36,790,16,12,7,150.0,0,7.0,2,0
40,57312.0,17246.0,36,592,18,13,2,150.0,0,5.0,2,0
56,47002.0,9299.0,60,662,11,2,3,103.0,1,7.0,1,0
30,46262.0,26046.0,60,850,10,3,9,150.0,1,5.0,1,0
37,59101.0,4348.0,60,659,7,8,4,150.0,1,5.0,2,0
39,17733.0,28387.0,60,479,4,10,4,150.0,0,8.0,2,0
44,37033.0,22818.0,36,500,2,10,4,55.0,0,7.0,1,0
53,33563.0,500.0,36,654,2,5,1,150.0,0,7.0,2,0
40,41975.0,5755.0,60,786,11,5,0,83.0,1,4.0,2,1
51,41299.0,9897.0,36,664,2,0,3,149.0,1,7.0,1,0
42,20782.0,6699.0,36,512,1,5,1,44.0,0,4.0,2,0
32,61964.0,19462.0,36,454,0,9,1,99.0,2,5.0,1,0
44,17048.0,12228.0,60,617,3,2,6,52.0,1,4.0,1,0
41,30702.0,4001.0,36,721,2,2,0,80.0,1,7.0,1,0
34,19082.0,3080.0,36,588,2,3,2,106.0,1,5.0,1,0
40,44052.0,19277.0,36,539,6,9,2,139.0,0,6.0,1,0
47,64960.0,6972.0,36,468,8,6,1,150.0,1,3.0,2,0
31,45949.0,3999.0,36,400,3,5,7,150.0,1,5.0,2,1
34,51180.0,11069.0,36,600,8,1,4,150.0,2,7.0,1,0
42,79592.0,32883.0,60,850,2,2,7,150.0,0,6.0,2,0
30,141307.0,42375.0,60,411,6,20,2,150.0,4,5.0,1,0
27,29574.0,2273.0,36,634,0,6,3,144.0,1,7.0,2,0
